SITE,CONT,NO_SPECIES,NO_ORDERS,NO_FAMILIES,GlobalID,lon_bio,lat_bio,mean_HYP,mean_LOP,mean_FCT_HOD,mean_FCT_AL,mean_FCT_OL,mean_FCT_SF,mean_FCT_OT,mean_FCT_CM,NPP
147279,EU,5,2,2,147279,83.16,34.3,3,2,1,0,1,0,0.2,0.2,0.396624754
147280,EU,5,2,2,147280,83.71,34.3,3,2,1,0,1,0,0.2,0.2,2.99627039
147281,EU,5,2,2,147281,84.25,34.3,3,2,1,0,1,0,0.2,0.2,2.660410331
147282,EU,5,2,2,147282,84.8,34.3,3,2,1,0,1,0,0.2,0.2,0.719015666
147283,EU,5,2,2,147283,85.34,34.3,3,2,1,0,1,0,0.2,0.2,1.862177774
147284,EU,5,2,2,147284,85.88,34.3,3,2,1,0,1,0,0.2,0.2,0.002678138
147285,EU,5,2,2,147285,86.43,34.3,3,2,1,0,1,0,0.2,0.2,0.446738728
147286,EU,5,2,2,147286,86.97,34.3,3,2,1,0,1,0,0.2,0.2,0.719015666
147287,EU,5,2,2,147287,87.51,34.3,3,2,1,0,1,0,0.2,0.2,1.15717509
147288,EU,5,2,2,147288,88.06,34.3,3,2,1,0,1,0,0.2,0.2,0.277558112
147289,EU,5,2,2,147289,88.6,34.3,3,2,1,0,1,0,0.2,0.2,0.566758853
147290,EU,5,2,2,147290,89.15,34.3,3,2,1,0,1,0,0.2,0.2,0.91216304
147291,EU,5,2,2,147291,89.69,34.3,3,2,1,0,1,0,0.2,0.2,0.352131774
147292,EU,5,2,2,147292,90.23,34.3,3,2,1,0,1,0,0.2,0.2,0.084444516
147293,EU,5,2,2,147293,90.78,34.3,3,2,1,0,1,0,0.2,0.2,0.91216304
147294,EU,5,2,2,147294,91.32,34.3,3,2,1,0,1,0,0.2,0.2,1.862177774
147295,EU,5,2,2,147295,91.86,34.3,3,2,1,0,1,0,0.2,0.2,3.800375861
147296,EU,5,2,2,147296,92.41,34.3,3,2,1,0,1,0,0.2,0.2,3.374482931
147297,EU,5,2,2,147297,92.95,34.3,3,2,1,0,1,0,0.2,0.2,14.02276882
147298,EU,6,2,3,147298,93.5,34.3,2.833333333,2,1,0,1,0.166666667,0.166666667,0.166666667,6.112452019
147299,EU,6,2,3,147299,94.04,34.3,2.833333333,2,1,0,1,0.166666667,0.166666667,0.166666667,12.45605569
147300,EU,7,2,4,147300,94.58,34.3,2.571428571,2,1,0,1,0.142857143,0.142857143,0.142857143,4.819931093
147301,EU,8,2,4,147301,95.13,34.3,2.5,2,1,0,1,0.25,0.125,0.125,1.15717509
147302,EU,8,2,4,147302,95.67,34.3,2.5,2,1,0,1,0.25,0.125,0.125,7.750680642
147303,EU,8,2,4,147303,96.21,34.3,2.5,2,1,0,1,0.25,0.125,0.125,14.02276882
147304,EU,8,2,4,147304,96.76,34.3,2.5,2,1,0,1,0.25,0.125,0.125,6.112452019
147305,EU,9,2,4,147305,97.3,34.3,2.333333333,2,1,0,1,0.222222222,0.111111111,0.111111111,8.7272842
147306,EU,10,3,5,147306,97.85,34.3,2.2,1.8,1,0,0.9,0.2,0.1,0.1,4.279943896
147307,EU,10,3,5,147307,98.39,34.3,2.2,1.8,1,0,0.9,0.2,0.1,0.1,15.78550071
147308,EU,10,3,5,147308,98.93,34.3,2.2,1.8,1,0,0.9,0.2,0.1,0.1,17.7684982
147309,EU,9,3,5,147309,99.48,34.3,2.111111111,1.777777778,1,0,0.888888889,0.222222222,0.111111111,0.111111111,6.112452019
147310,EU,9,3,5,147310,100.02,34.3,2.111111111,1.777777778,1,0,0.888888889,0.222222222,0.111111111,0.111111111,3.800375861
147311,EU,9,3,5,147311,100.56,34.3,2.111111111,1.777777778,1,0,0.888888889,0.222222222,0.111111111,0.111111111,36.06322526
147312,EU,11,3,6,147312,101.11,34.3,2.090909091,1.6,1,0,0.818181818,0.272727273,0.090909091,0.090909091,202.8291076
147313,EU,11,3,6,147313,101.65,34.3,2,1.6,1,0,0.818181818,0.181818182,0.090909091,0.090909091,348.5747213
147314,EU,10,2,5,147314,102.2,34.3,1.9,1.555555556,1,0,0.8,0.2,0,0,634.954098
147315,EU,10,1,4,147315,102.74,34.3,2.1,1.75,1,0,0.9,0.2,0,0,762.2224755
147316,EU,10,1,4,147316,103.28,34.3,2.1,1.75,1,0,0.9,0.2,0,0,577.4286087
147317,EU,9,1,4,147317,103.83,34.3,2,1.714285714,1,0,0.888888889,0.222222222,0,0,1049.003459
147318,EU,9,2,5,147318,104.37,34.3,1.777777778,1.428571429,1,0.111111111,0.777777778,0.222222222,0,0,1030.782435
147319,EU,8,2,5,147319,104.91,34.3,1.625,1.428571429,1,0.125,0.75,0.25,0,0,1018.979158
147320,EU,8,2,5,147320,105.46,34.3,1.625,1.428571429,1,0.125,0.75,0.25,0,0,1000.477727
147321,EU,10,2,5,147321,106,34.3,1.7,1.25,1,0.1,0.7,0.2,0,0,1076.019362
147322,EU,9,2,5,147322,106.55,34.3,1.555555556,1.142857143,1,0.111111111,0.666666667,0.222222222,0,0,1105.179164
147323,EU,9,2,5,147323,107.09,34.3,1.555555556,1.142857143,1,0.111111111,0.666666667,0.222222222,0,0,1118.968515
147324,EU,7,2,5,147324,107.63,34.3,1.428571429,1.333333333,1,0,0.714285714,0.285714286,0,0,1058.050649
147325,EU,5,2,4,147325,108.18,34.3,1.6,1,1,0,0.6,0.4,0,0,1000.477727
147326,EU,5,2,4,147326,108.72,34.3,1.6,1,1,0,0.6,0.4,0,0,912.2889203
147327,EU,5,2,4,147327,109.26,34.3,1.6,1,1,0,0.6,0.4,0,0,1073.462619
147328,EU,4,1,4,147328,109.81,34.3,1.5,1.333333333,1,0,0.75,0.25,0,0,1282.529981
147329,EU,5,1,4,147329,110.35,34.3,1.8,1.333333333,1,0,0.8,0.2,0,0,1151.163932
147330,EU,5,1,4,147330,110.9,34.3,1.8,1.333333333,1,0,0.8,0.2,0,0,1102.66117
147331,EU,5,1,4,147331,111.44,34.3,1.8,1.333333333,1,0,0.8,0.2,0,0,981.8035044
147332,EU,4,1,3,147332,111.98,34.3,2,1,1,0,0.75,0.25,0,0,1115.217766
147367,EU,3,2,3,147367,131.01,34.3,1.333333333,0.666666667,1,0,0.333333333,0.666666667,0,0,2164.940009
147368,EU,3,2,3,147368,131.56,34.3,1.333333333,0.666666667,1,0,0.333333333,0.666666667,0,0,2168.26027
147374,EU,3,2,3,147374,134.82,34.3,1.333333333,0.666666667,1,0,0.333333333,0.666666667,0,0,1885.29668
147376,EU,4,2,4,147376,135.91,34.3,1.75,1,1,0,0.5,0.5,0,0,2387.988197
147377,EU,4,2,4,147377,136.45,34.3,1.75,1,1,0,0.5,0.5,0,0,2489.115484
147881,EU,3,1,3,147881,48.78,33.85,2,1.333333333,1,0,0.666666667,0.666666667,0,0,659.7066409
147888,EU,3,1,2,147888,52.57,33.85,2.333333333,1.333333333,1,0,0.666666667,0.333333333,0,0,155.2013589
147889,EU,3,1,2,147889,53.11,33.85,2.333333333,1.333333333,1,0,0.666666667,0.333333333,0,0,140.049581
147890,EU,3,1,2,147890,53.65,33.85,2.333333333,1.333333333,1,0,0.666666667,0.333333333,0,0,160.8625573
147891,EU,3,1,2,147891,54.19,33.85,2.333333333,1.333333333,1,0,0.666666667,0.333333333,0,0,151.4209566
147892,EU,3,1,2,147892,54.73,33.85,2.333333333,1.333333333,1,0,0.666666667,0.333333333,0,0,149.5288721
147893,EU,3,1,2,147893,55.27,33.85,2.333333333,1.333333333,1,0,0.666666667,0.333333333,0,0,157.0896782
147894,EU,3,1,2,147894,55.81,33.85,2.333333333,1.333333333,1,0,0.666666667,0.333333333,0,0,160.8625573
147895,EU,3,1,2,147895,56.35,33.85,2.333333333,1.333333333,1,0,0.666666667,0.333333333,0,0,160.8625573
147896,EU,3,1,2,147896,56.89,33.85,2.333333333,1.333333333,1,0,0.666666667,0.333333333,0,0,177.7786471
147897,EU,3,1,2,147897,57.43,33.85,2.333333333,1.333333333,1,0,0.666666667,0.333333333,0,0,185.2645214
147898,EU,3,1,2,147898,57.97,33.85,2.333333333,1.333333333,1,0,0.666666667,0.333333333,0,0,233.4410582
147899,EU,3,1,2,147899,58.52,33.85,2.333333333,1.333333333,1,0,0.666666667,0.333333333,0,0,269.9380843
147900,EU,3,1,2,147900,59.06,33.85,2.333333333,1.333333333,1,0,0.666666667,0.333333333,0,0,305.953634
147919,EU,3,2,2,147919,69.33,33.85,1,0,1,0,0,0.333333333,0,0,1016.346615
147920,EU,3,2,2,147920,69.87,33.85,1,0,1,0,0,0.333333333,0,0,1056.760766
147921,EU,4,2,3,147921,70.41,33.85,1.5,0.666666667,1,0,0.25,0.25,0,0,1239.812586
147922,EU,3,2,2,147922,70.96,33.85,1,0,1,0,0,0.333333333,0,0,1229.262213
147928,EU,3,2,2,147928,74.2,33.85,1.333333333,1,1,0,0.333333333,0.333333333,0,0,1426.65443
147929,EU,4,2,3,147929,74.74,33.85,1.75,1,1,0,0.5,0.25,0,0,1402.44188
147930,EU,4,2,3,147930,75.28,33.85,1.75,1.333333333,1,0,0.5,0.25,0,0,1288.222527
147931,EU,5,1,3,147931,75.82,33.85,2,2,1,0,1,0.2,0,0,51.27121261
147932,EU,4,1,3,147932,76.36,33.85,1.75,2,1,0,1,0.25,0,0,19.99893331
147933,EU,5,2,4,147933,76.9,33.85,2,2,1,0,1,0.2,0.2,0.2,350.3056634
147934,EU,4,2,4,147934,77.45,33.85,2.25,2,1,0,1,0.25,0.25,0.25,244.4411024
147935,EU,4,2,4,147935,77.99,33.85,2.25,2,1,0,1,0.25,0.25,0.25,0.095115424
147936,EU,5,2,3,147936,78.53,33.85,2.8,2,1,0,1,0.2,0.2,0.2,181.5240695
147937,EU,7,2,3,147937,79.07,33.85,2.857142857,2,1,0,1,0.142857143,0.142857143,0.142857143,1.303343682
147938,EU,7,2,3,147938,79.61,33.85,2.857142857,2,1,0,1,0.142857143,0.142857143,0.142857143,4.819931093
147939,EU,5,2,2,147939,80.15,33.85,3,2,1,0,1,0,0.2,0.2,0.312629452
147940,EU,5,2,2,147940,80.69,33.85,3,2,1,0,1,0,0.2,0.2,0.719015666
147941,EU,5,2,2,147941,81.23,33.85,3,2,1,0,1,0,0.2,0.2,0.352131774
147942,EU,5,2,2,147942,81.77,33.85,3,2,1,0,1,0,0.2,0.2,1.653371096
147943,EU,5,2,2,147943,82.31,33.85,3,2,1,0,1,0,0.2,0.2,0.172442762
147944,EU,5,2,2,147944,82.85,33.85,3,2,1,0,1,0,0.2,0.2,0.91216304
147945,EU,5,2,2,147945,83.39,33.85,3,2,1,0,1,0,0.2,0.2,1.862177774
147946,EU,5,2,2,147946,83.94,33.85,3,2,1,0,1,0,0.2,0.2,5.427923352
147947,EU,5,2,2,147947,84.48,33.85,3,2,1,0,1,0,0.2,0.2,11.06373716
147948,EU,5,2,2,147948,85.02,33.85,3,2,1,0,1,0,0.2,0.2,0.638364882
147949,EU,5,2,2,147949,85.56,33.85,3,2,1,0,1,0,0.2,0.2,2.362168063
147950,EU,5,2,2,147950,86.1,33.85,3,2,1,0,1,0,0.2,0.2,2.09733651
147951,EU,5,2,2,147951,86.64,33.85,3,2,1,0,1,0,0.2,0.2,4.279943896
147952,EU,5,2,2,147952,87.18,33.85,3,2,1,0,1,0,0.2,0.2,3.374482931
147953,EU,5,2,2,147953,87.72,33.85,3,2,1,0,1,0,0.2,0.2,0.352131774
147954,EU,5,2,2,147954,88.26,33.85,3,2,1,0,1,0,0.2,0.2,1.862177774
147955,EU,5,2,2,147955,88.8,33.85,3,2,1,0,1,0,0.2,0.2,0.719015666
147956,EU,5,2,2,147956,89.34,33.85,3,2,1,0,1,0,0.2,0.2,0.107134723
147957,EU,5,2,2,147957,89.89,33.85,3,2,1,0,1,0,0.2,0.2,1.027393533
147958,EU,5,2,2,147958,90.43,33.85,3,2,1,0,1,0,0.2,0.2,1.027393533
147959,EU,5,2,2,147959,90.97,33.85,3,2,1,0,1,0,0.2,0.2,1.027393533
147960,EU,5,2,2,147960,91.51,33.85,3,2,1,0,1,0,0.2,0.2,0.246420815
147961,EU,5,2,2,147961,92.05,33.85,3,2,1,0,1,0,0.2,0.2,8.7272842
147962,EU,5,2,2,147962,92.59,33.85,3,2,1,0,1,0,0.2,0.2,11.06373716
147963,EU,5,2,2,147963,93.13,33.85,3,2,1,0,1,0,0.2,0.2,7.750680642
147964,EU,6,2,3,147964,93.67,33.85,2.833333333,2,1,0,1,0.166666667,0.166666667,0.166666667,14.02276882
147965,EU,7,2,4,147965,94.21,33.85,2.571428571,2,1,0,1,0.142857143,0.142857143,0.142857143,7.750680642
147966,EU,8,2,4,147966,94.75,33.85,2.5,2,1,0,1,0.25,0.125,0.125,2.660410331
147967,EU,8,2,4,147967,95.29,33.85,2.5,2,1,0,1,0.25,0.125,0.125,5.427923352
147968,EU,8,2,4,147968,95.83,33.85,2.5,2,1,0,1,0.25,0.125,0.125,12.45605569
147969,EU,8,2,4,147969,96.38,33.85,2.5,2,1,0,1,0.25,0.125,0.125,14.02276882
147970,EU,8,2,4,147970,96.92,33.85,2.5,2,1,0,1,0.25,0.125,0.125,14.02276882
147971,EU,10,3,5,147971,97.46,33.85,2.2,1.8,1,0,0.9,0.2,0.1,0.1,6.883109841
147972,EU,10,3,5,147972,98,33.85,2.2,1.8,1,0,0.9,0.2,0.1,0.1,4.279943896
147973,EU,11,3,5,147973,98.54,33.85,2.272727273,1.8,1,0,0.909090909,0.181818182,0.090909091,0.090909091,22.5072363
147974,EU,9,3,5,147974,99.08,33.85,2.111111111,1.777777778,1,0,0.888888889,0.222222222,0.111111111,0.111111111,14.02276882
147975,EU,9,3,5,147975,99.62,33.85,2.111111111,1.777777778,1,0,0.888888889,0.222222222,0.111111111,0.111111111,162.1929794
147976,EU,10,3,5,147976,100.16,33.85,2.2,1.777777778,1,0,0.9,0.2,0.1,0.1,32.0604517
147977,EU,11,3,6,147977,100.7,33.85,2.090909091,1.6,1,0,0.818181818,0.272727273,0.090909091,0.090909091,36.06322526
147978,EU,11,2,5,147978,101.24,33.85,1.909090909,1.6,1,0,0.818181818,0.272727273,0,0,115.3708393
147979,EU,10,2,5,147979,101.78,33.85,1.9,1.555555556,1,0,0.8,0.2,0,0,1069.621131
147980,EU,10,2,5,147980,102.33,33.85,1.9,1.5,1,0,0.8,0.2,0,0,1055.470027
147981,EU,11,2,5,147981,102.87,33.85,1.909090909,1.555555556,1,0,0.818181818,0.272727273,0,0,1051.592663
147982,EU,13,2,5,147982,103.41,33.85,1.923076923,1.454545455,1,0.076923077,0.769230769,0.230769231,0,0,1046.410815
147983,EU,10,2,5,147983,103.95,33.85,1.9,1.5,1,0.1,0.8,0.2,0,0,1050.298491
147984,EU,9,2,5,147984,104.49,33.85,1.777777778,1.428571429,1,0.111111111,0.777777778,0.222222222,0,0,1034.701212
147985,EU,9,2,5,147985,105.03,33.85,1.777777778,1.428571429,1,0.111111111,0.777777778,0.222222222,0,0,1001.804969
147986,EU,11,2,5,147986,105.57,33.85,1.636363636,1.333333333,1,0.090909091,0.727272727,0.272727273,0,0,1026.855844
147987,EU,11,2,5,147987,106.11,33.85,1.636363636,1.333333333,1,0.090909091,0.727272727,0.272727273,0,0,1074.741415
147988,EU,10,2,5,147988,106.65,33.85,1.5,1.25,1,0.1,0.7,0.3,0,0,1211.537542
147989,EU,11,2,5,147989,107.19,33.85,1.636363636,1.333333333,1,0.090909091,0.727272727,0.272727273,0,0,1291.628994
147990,EU,11,2,5,147990,107.73,33.85,1.636363636,1.333333333,1,0.090909091,0.727272727,0.272727273,0,0,1380.009494
147991,EU,10,2,5,147991,108.27,33.85,1.6,1.25,1,0.1,0.7,0.2,0,0,1320.869183
147992,EU,8,2,5,147992,108.82,33.85,1.25,1.142857143,1,0.125,0.625,0.25,0,0,1370.299446
147993,EU,7,2,5,147993,109.36,33.85,1.285714286,1,1,0.142857143,0.571428571,0.142857143,0,0,1293.896204
147994,EU,7,2,5,147994,109.9,33.85,1.571428571,1.2,1,0,0.714285714,0.142857143,0,0,1145.015596
147995,EU,6,1,4,147995,110.44,33.85,1.666666667,1.5,1,0,0.833333333,0.166666667,0,0,1250.300098
147996,EU,6,1,4,147996,110.98,33.85,1.666666667,1.5,1,0,0.833333333,0.166666667,0,0,1217.465392
147997,EU,6,1,4,147997,111.52,33.85,1.666666667,1.5,1,0,0.833333333,0.166666667,0,0,1244.481441
147998,EU,6,1,4,147998,112.06,33.85,1.666666667,1.5,1,0,0.833333333,0.166666667,0,0,1264.186311
147999,EU,3,1,2,147999,112.6,33.85,1,1.333333333,1,0,0.666666667,0.333333333,0,0,1169.486939
148037,EU,3,2,3,148037,133.15,33.85,1.333333333,0.666666667,1,0,0.333333333,0.666666667,0,0,2067.632018
148038,EU,4,2,4,148038,133.7,33.85,1.75,1,1,0,0.5,0.5,0,0,2264.893367
148039,EU,4,2,4,148039,134.24,33.85,1.75,1,1,0,0.5,0.5,0,0,2291.725615
148041,EU,4,2,4,148041,135.32,33.85,1.75,1,1,0,0.5,0.5,0,0,2227.358188
148042,EU,4,2,4,148042,135.86,33.85,1.75,1,1,0,0.5,0.5,0,0,2569.54983
148548,EU,3,1,3,148548,48.13,33.4,2,1.333333333,1,0,0.666666667,0.666666667,0,0,785.1951657
148549,EU,3,1,3,148549,48.67,33.4,2,1.333333333,1,0,0.666666667,0.666666667,0,0,664.3638651
148550,EU,3,1,3,148550,49.2,33.4,2,1.333333333,1,0,0.666666667,0.666666667,0,0,569.4336679
148551,EU,3,1,3,148551,49.74,33.4,2,1.333333333,1,0,0.666666667,0.666666667,0,0,468.965054
148556,EU,3,1,2,148556,52.43,33.4,2.333333333,1.333333333,1,0,0.666666667,0.333333333,0,0,170.2728639
148557,EU,3,1,2,148557,52.97,33.4,2.333333333,1.333333333,1,0,0.666666667,0.333333333,0,0,153.3117853
148558,EU,3,1,2,148558,53.51,33.4,2.333333333,1.333333333,1,0,0.666666667,0.333333333,0,0,141.9479577
148559,EU,3,1,2,148559,54.05,33.4,2.333333333,1.333333333,1,0,0.666666667,0.333333333,0,0,132.4434562
148560,EU,3,1,2,148560,54.58,33.4,2.333333333,1.333333333,1,0,0.666666667,0.333333333,0,0,147.6355307
148561,EU,3,1,2,148561,55.12,33.4,2.333333333,1.333333333,1,0,0.666666667,0.333333333,0,0,130.5387664
148562,EU,3,1,2,148562,55.66,33.4,2.333333333,1.333333333,1,0,0.666666667,0.333333333,0,0,138.1499433
148563,EU,3,1,2,148563,56.2,33.4,2.333333333,1.333333333,1,0,0.666666667,0.333333333,0,0,155.2013589
148564,EU,3,1,2,148564,56.74,33.4,2.333333333,1.333333333,1,0,0.666666667,0.333333333,0,0,145.7409318
148565,EU,3,1,2,148565,57.27,33.4,2.333333333,1.333333333,1,0,0.666666667,0.333333333,0,0,226.0833109
148566,EU,3,1,2,148566,57.81,33.4,2.333333333,1.333333333,1,0,0.666666667,0.333333333,0,0,200.1767543
148567,EU,3,1,2,148567,58.35,33.4,2.333333333,1.333333333,1,0,0.666666667,0.333333333,0,0,222.3971025
148568,EU,3,1,2,148568,58.89,33.4,2.333333333,1.333333333,1,0,0.666666667,0.333333333,0,0,257.2192208
148569,EU,3,1,2,148569,59.43,33.4,2.333333333,1.333333333,1,0,0.666666667,0.333333333,0,0,334.4236819
148588,EU,3,2,2,148588,69.65,33.4,1,0,1,0,0,0.333333333,0,0,796.9290163
148591,EU,3,2,3,148591,71.26,33.4,1.666666667,0.666666667,1,0,0.333333333,0.333333333,0,0,833.1981282
148592,EU,3,2,3,148592,71.8,33.4,1.666666667,0.666666667,1,0,0.333333333,0.333333333,0,0,783.724047
148597,EU,3,2,2,148597,74.49,33.4,1.666666667,0,1,0,0.333333333,0,0,0,1267.64061
148598,EU,4,2,2,148598,75.03,33.4,2,1,1,0,0.5,0,0,0,1275.673932
148599,EU,5,2,4,148599,75.57,33.4,1.6,1.333333333,1,0,0.6,0.2,0,0,1456.660942
148600,EU,8,2,4,148600,76.11,33.4,2.125,1.666666667,1,0,0.75,0.125,0,0,917.8265237
148601,EU,4,1,3,148601,76.64,33.4,2.25,2,1,0,1,0.25,0,0,0.312629452
148602,EU,4,2,4,148602,77.18,33.4,2.25,2,1,0,1,0.25,0.25,0.25,32.0604517
148603,EU,5,2,4,148603,77.72,33.4,2.4,2,1,0,1,0.2,0.2,0.2,2.660410331
148604,EU,4,2,3,148604,78.26,33.4,2.75,2,1,0,1,0.25,0.25,0.25,296.9945362
148605,EU,5,2,3,148605,78.8,33.4,2.8,2,1,0,1,0.2,0.2,0.2,91.68236605
148606,EU,6,2,3,148606,79.33,33.4,2.833333333,2,1,0,1,0.166666667,0.166666667,0.166666667,160.8625573
148607,EU,6,2,3,148607,79.87,33.4,2.833333333,2,1,0,1,0.166666667,0.166666667,0.166666667,11.06373716
148608,EU,6,2,3,148608,80.41,33.4,2.833333333,2,1,0,1,0.166666667,0.166666667,0.166666667,102.8709751
148609,EU,6,2,3,148609,80.95,33.4,2.833333333,2,1,0,1,0.166666667,0.166666667,0.166666667,28.4976872
148610,EU,5,2,2,148610,81.49,33.4,3,2,1,0,1,0,0.2,0.2,0.503183596
148611,EU,5,2,2,148611,82.03,33.4,3,2,1,0,1,0,0.2,0.2,2.362168063
148612,EU,5,2,2,148612,82.56,33.4,3,2,1,0,1,0,0.2,0.2,9.826537939
148613,EU,5,2,2,148613,83.1,33.4,3,2,1,0,1,0,0.2,0.2,1.303343682
148614,EU,5,2,2,148614,83.64,33.4,3,2,1,0,1,0,0.2,0.2,6.883109841
148615,EU,5,2,2,148615,84.18,33.4,3,2,1,0,1,0,0.2,0.2,102.8709751
148616,EU,5,2,2,148616,84.72,33.4,3,2,1,0,1,0,0.2,0.2,3.800375861
148617,EU,5,2,2,148617,85.25,33.4,3,2,1,0,1,0,0.2,0.2,0.120672784
148618,EU,5,2,2,148618,85.79,33.4,3,2,1,0,1,0,0.2,0.2,2.362168063
148619,EU,5,2,2,148619,86.33,33.4,3,2,1,0,1,0,0.2,0.2,1.862177774
148620,EU,5,2,2,148620,86.87,33.4,3,2,1,0,1,0,0.2,0.2,6.883109841
148621,EU,5,2,2,148621,87.41,33.4,3,2,1,0,1,0,0.2,0.2,2.09733651
148622,EU,5,2,2,148622,87.94,33.4,3,2,1,0,1,0,0.2,0.2,0.312629452
148623,EU,5,2,2,148623,88.48,33.4,3,2,1,0,1,0,0.2,0.2,1.653371096
148624,EU,5,2,2,148624,89.02,33.4,3,2,1,0,1,0,0.2,0.2,1.303343682
148625,EU,5,2,2,148625,89.56,33.4,3,2,1,0,1,0,0.2,0.2,1.15717509
148626,EU,5,2,2,148626,90.1,33.4,3,2,1,0,1,0,0.2,0.2,2.99627039
148627,EU,5,2,2,148627,90.63,33.4,3,2,1,0,1,0,0.2,0.2,1.15717509
148628,EU,5,2,2,148628,91.17,33.4,3,2,1,0,1,0,0.2,0.2,0.014169873
148629,EU,5,2,2,148629,91.71,33.4,3,2,1,0,1,0,0.2,0.2,0.638364882
148630,EU,5,2,2,148630,92.25,33.4,3,2,1,0,1,0,0.2,0.2,1.027393533
148631,EU,5,2,2,148631,92.79,33.4,3,2,1,0,1,0,0.2,0.2,7.750680642
148632,EU,5,2,2,148632,93.32,33.4,3,2,1,0,1,0,0.2,0.2,17.7684982
148633,EU,7,2,4,148633,93.86,33.4,2.571428571,2,1,0,1,0.142857143,0.142857143,0.142857143,1.862177774
148634,EU,8,2,4,148634,94.4,33.4,2.5,2,1,0,1,0.25,0.125,0.125,4.819931093
148635,EU,8,2,4,148635,94.94,33.4,2.5,2,1,0,1,0.25,0.125,0.125,1.027393533
148636,EU,8,2,4,148636,95.48,33.4,2.5,2,1,0,1,0.25,0.125,0.125,2.09733651
148637,EU,8,2,4,148637,96.01,33.4,2.5,2,1,0,1,0.25,0.125,0.125,15.78550071
148638,EU,8,2,4,148638,96.55,33.4,2.5,2,1,0,1,0.25,0.125,0.125,11.06373716
148639,EU,10,3,5,148639,97.09,33.4,2.2,1.777777778,1,0,0.9,0.2,0.1,0.1,785.1951657
148640,EU,10,3,5,148640,97.63,33.4,2.1,1.8,1,0,0.9,0.3,0.1,0.1,226.5252118
148641,EU,10,3,5,148641,98.17,33.4,2.1,1.8,1,0,0.9,0.3,0.1,0.1,202.8291076
148642,EU,12,3,5,148642,98.7,33.4,2.25,1.8,1,0,0.916666667,0.25,0.083333333,0.083333333,11.06373716
148643,EU,12,3,5,148643,99.24,33.4,2.25,1.8,1,0,0.916666667,0.25,0.083333333,0.083333333,9.826537939
148644,EU,9,2,4,148644,99.78,33.4,2,1.777777778,1,0,0.888888889,0.333333333,0,0,72.73507947
148645,EU,10,2,4,148645,100.32,33.4,2.1,1.777777778,1,0,0.9,0.3,0,0,22.5072363
148646,EU,11,2,5,148646,100.86,33.4,1.909090909,1.6,1,0,0.818181818,0.272727273,0,0,64.75090005
148647,EU,11,2,5,148647,101.39,33.4,1.909090909,1.555555556,1,0,0.818181818,0.272727273,0,0,982.1789488
148648,EU,10,2,5,148648,101.93,33.4,1.9,1.5,1,0,0.8,0.2,0,0,1106.436907
148649,EU,11,2,5,148649,102.47,33.4,1.818181818,1.333333333,1,0.090909091,0.727272727,0.181818182,0,0,1093.821812
148650,EU,11,2,5,148650,103.01,33.4,1.818181818,1.333333333,1,0.090909091,0.727272727,0.181818182,0,0,1096.351537
148651,EU,13,2,5,148651,103.55,33.4,1.846153846,1.272727273,1,0.076923077,0.692307692,0.153846154,0,0,1062.344829
148652,EU,14,2,5,148652,104.09,33.4,1.714285714,1.333333333,1,0.071428571,0.714285714,0.285714286,0,0,1141.316784
148653,EU,12,2,5,148653,104.62,33.4,1.75,1.4,1,0.083333333,0.75,0.25,0,0,1115.217766
148654,EU,11,2,5,148654,105.16,33.4,1.636363636,1.333333333,1,0.090909091,0.727272727,0.272727273,0,0,1121.464867
148655,EU,11,2,5,148655,105.7,33.4,1.636363636,1.333333333,1,0.090909091,0.727272727,0.272727273,0,0,1108.94989
148656,EU,10,2,5,148656,106.24,33.4,1.5,1.25,1,0.1,0.7,0.3,0,0,1190.033587
148657,EU,11,2,5,148657,106.78,33.4,1.636363636,1.333333333,1,0.090909091,0.727272727,0.272727273,0,0,1352.893209
148658,EU,11,2,5,148658,107.31,33.4,1.636363636,1.333333333,1,0.090909091,0.727272727,0.272727273,0,0,1301.807774
148659,EU,10,2,5,148659,107.85,33.4,1.6,1.25,1,0.1,0.7,0.2,0,0,1267.64061
148660,EU,10,2,5,148660,108.39,33.4,1.6,1.25,1,0.1,0.7,0.2,0,0,1369.216966
148661,EU,10,2,5,148661,108.93,33.4,1.6,1.25,1,0.1,0.7,0.2,0,0,1179.184844
148662,EU,9,2,5,148662,109.47,33.4,1.444444444,1.142857143,1,0.111111111,0.666666667,0.222222222,0,0,1256.099469
148663,EU,8,2,5,148663,110,33.4,1.5,1,1,0.125,0.625,0.125,0,0,1323.097589
148664,EU,7,2,5,148664,110.54,33.4,1.571428571,1.2,1,0,0.714285714,0.142857143,0,0,1228.086052
148665,EU,6,1,4,148665,111.08,33.4,1.666666667,1.5,1,0,0.833333333,0.166666667,0,0,1192.435627
148666,EU,6,1,4,148666,111.62,33.4,1.666666667,1.5,1,0,0.833333333,0.166666667,0,0,1244.481441
148667,EU,5,1,4,148667,112.16,33.4,1.4,1.5,1,0,0.8,0.2,0,0,1244.481441
148668,EU,3,1,2,148668,112.69,33.4,1,1.333333333,1,0,0.666666667,0.333333333,0,0,1222.193522
148669,EU,3,1,2,148669,113.23,33.4,1,1.333333333,1,0,0.666666667,0.333333333,0,0,1212.724687
148670,EU,3,1,2,148670,113.77,33.4,1,1.333333333,1,0,0.666666667,0.333333333,0,0,1168.271075
