SITE,CONT,NO_SPECIES,NO_ORDERS,NO_FAMILIES,GlobalID,lon_bio,lat_bio,mean_HYP,mean_LOP,mean_FCT_HOD,mean_FCT_AL,mean_FCT_OL,mean_FCT_SF,mean_FCT_OT,mean_FCT_CM,NPP
88510,AF,19,3,6,88510,26.27,-7.8,1.789473684,0.947368421,1.210526316,0.052631579,0.526315789,0.263157895,0.105263158,0.157894737,1536.503715
88511,AF,20,3,7,88511,26.73,-7.8,1.8,0.9,1.2,0.05,0.55,0.3,0.1,0.15,1521.85446
88512,AF,17,3,7,88512,27.18,-7.8,1.882352941,0.941176471,1.235294118,0,0.588235294,0.294117647,0.117647059,0.176470588,1474.997135
88513,AF,17,3,6,88513,27.63,-7.8,1.941176471,1.058823529,1.235294118,0,0.588235294,0.235294118,0.117647059,0.176470588,1577.698565
88514,AF,19,3,7,88514,28.09,-7.8,1.947368421,1.052631579,1.210526316,0,0.578947368,0.210526316,0.157894737,0.157894737,1469.925712
88515,AF,19,3,7,88515,28.54,-7.8,1.947368421,1.052631579,1.210526316,0,0.578947368,0.210526316,0.157894737,0.157894737,1428.742446
88516,AF,20,3,7,88516,28.99,-7.8,2,1.1,1.2,0,0.6,0.25,0.15,0.15,1466.874766
88517,AF,20,3,6,88517,29.45,-7.8,2,1.1,1.2,0,0.6,0.25,0.15,0.15,1534.558901
88518,AF,20,3,6,88518,29.9,-7.8,2,1.1,1.2,0,0.6,0.25,0.15,0.15,1565.368117
88519,AF,18,2,5,88519,30.35,-7.8,2.111111111,1.333333333,1.111111111,0,0.666666667,0.277777778,0.166666667,0.111111111,1407.736978
88520,AF,19,3,6,88520,30.81,-7.8,2.157894737,1.210526316,1.105263158,0.052631579,0.631578947,0.210526316,0.157894737,0.105263158,1481.06066
88521,AF,20,3,6,88521,31.26,-7.8,2.2,1.25,1.1,0.05,0.65,0.2,0.15,0.1,1406.679364
88522,AF,24,3,6,88522,31.71,-7.8,2.291666667,1.375,1.083333333,0.041666667,0.708333333,0.208333333,0.166666667,0.083333333,1393.933072
88523,AF,30,4,9,88523,32.17,-7.8,2.2,1.3,1.133333333,0.033333333,0.733333333,0.233333333,0.166666667,0.1,1401.380749
88524,AF,24,4,8,88524,32.62,-7.8,2.208333333,1.291666667,1.166666667,0.041666667,0.708333333,0.208333333,0.166666667,0.125,1430.827691
88525,AF,24,4,8,88525,33.07,-7.8,2.291666667,1.375,1.166666667,0.041666667,0.75,0.208333333,0.208333333,0.166666667,1437.066837
88526,AF,25,4,8,88526,33.53,-7.8,2.24,1.4,1.16,0.04,0.76,0.2,0.2,0.16,1372.462252
88527,AF,27,4,8,88527,33.98,-7.8,2.296296296,1.444444444,1.148148148,0.037037037,0.777777778,0.222222222,0.185185185,0.185185185,1280.247666
88528,AF,30,4,8,88528,34.43,-7.8,2.266666667,1.433333333,1.133333333,0.033333333,0.766666667,0.2,0.166666667,0.166666667,1096.351537
88529,AF,30,4,9,88529,34.89,-7.8,2.233333333,1.366666667,1.133333333,0.033333333,0.766666667,0.2,0.166666667,0.133333333,1063.201623
88530,AF,25,3,7,88530,35.34,-7.8,2.12,1.24,1.08,0.04,0.68,0.2,0.16,0.12,1112.713112
88531,AF,23,3,7,88531,35.79,-7.8,2.043478261,1.173913043,1.086956522,0.086956522,0.652173913,0.217391304,0.173913043,0.130434783,1146.246896
88532,AF,23,4,7,88532,36.25,-7.8,2.043478261,1.086956522,1.173913043,0.086956522,0.652173913,0.217391304,0.173913043,0.130434783,1543.290262
88533,AF,26,4,7,88533,36.7,-7.8,2.076923077,1.115384615,1.153846154,0.076923077,0.653846154,0.269230769,0.192307692,0.153846154,1850.723874
88534,AF,26,4,8,88534,37.15,-7.8,2.115384615,1.115384615,1.153846154,0.076923077,0.653846154,0.230769231,0.230769231,0.192307692,1819.006199
88535,AF,27,4,8,88535,37.61,-7.8,2.111111111,1.148148148,1.148148148,0.074074074,0.666666667,0.259259259,0.222222222,0.185185185,1613.137102
88536,AF,28,4,9,88536,38.06,-7.8,2.071428571,1.178571429,1.142857143,0.071428571,0.678571429,0.25,0.214285714,0.178571429,1479.042169
88537,AF,23,4,6,88537,38.51,-7.8,2.086956522,1.173913043,1.173913043,0.086956522,0.652173913,0.217391304,0.217391304,0.130434783,1404.562029
88538,AF,18,3,5,88538,38.97,-7.8,1.888888889,1.055555556,1.111111111,0.111111111,0.555555556,0.277777778,0.111111111,0.111111111,1505.074626
89276,AF,14,3,5,89276,12.92,-7.35,1.714285714,0.857142857,1.285714286,0,0.5,0.214285714,0.142857143,0.214285714,958.8930389
89277,AF,15,3,5,89277,13.38,-7.35,1.733333333,0.933333333,1.266666667,0,0.533333333,0.266666667,0.133333333,0.2,1003.13133
89278,AF,14,3,5,89278,13.83,-7.35,1.785714286,1,1.285714286,0,0.571428571,0.285714286,0.142857143,0.214285714,968.3580903
89279,AF,14,3,5,89279,14.28,-7.35,1.785714286,1,1.285714286,0,0.571428571,0.285714286,0.142857143,0.214285714,1005.781411
89280,AF,15,3,6,89280,14.74,-7.35,1.733333333,0.933333333,1.266666667,0,0.533333333,0.266666667,0.133333333,0.2,1380.009494
89281,AF,16,3,6,89281,15.19,-7.35,1.6875,0.875,1.25,0.0625,0.5,0.25,0.125,0.1875,1800.831633
89282,AF,16,3,6,89282,15.64,-7.35,1.6875,0.875,1.25,0.0625,0.5,0.25,0.125,0.1875,1798.440509
89283,AF,16,3,6,89283,16.09,-7.35,1.6875,0.875,1.25,0.0625,0.5,0.25,0.125,0.1875,1730.361406
89284,AF,16,3,6,89284,16.55,-7.35,1.6875,0.875,1.25,0.0625,0.5,0.25,0.125,0.1875,1698.782599
89285,AF,17,3,6,89285,17,-7.35,1.647058824,0.823529412,1.235294118,0.058823529,0.470588235,0.294117647,0.117647059,0.176470588,1724.44639
89286,AF,19,3,6,89286,17.45,-7.35,1.578947368,0.736842105,1.210526316,0.052631579,0.421052632,0.315789474,0.105263158,0.157894737,1810.348641
89287,AF,20,3,7,89287,17.91,-7.35,1.55,0.7,1.2,0.05,0.4,0.3,0.1,0.15,1859.087605
89288,AF,20,3,7,89288,18.36,-7.35,1.55,0.7,1.2,0.05,0.4,0.3,0.1,0.15,1978.160649
89289,AF,19,3,6,89289,18.81,-7.35,1.578947368,0.736842105,1.210526316,0.052631579,0.421052632,0.315789474,0.105263158,0.157894737,1990.971195
89290,AF,20,3,6,89290,19.26,-7.35,1.65,0.8,1.2,0.05,0.45,0.3,0.15,0.15,1982.899137
89291,AF,17,3,6,89291,19.72,-7.35,1.764705882,0.941176471,1.235294118,0.058823529,0.529411765,0.235294118,0.176470588,0.176470588,1974.081521
89292,AF,17,3,6,89292,20.17,-7.35,1.764705882,0.941176471,1.235294118,0.058823529,0.529411765,0.235294118,0.176470588,0.176470588,1945.768265
89293,AF,17,3,6,89293,20.62,-7.35,1.764705882,0.941176471,1.235294118,0.058823529,0.529411765,0.235294118,0.176470588,0.176470588,1967.246756
89294,AF,17,3,6,89294,21.08,-7.35,1.647058824,0.941176471,1.117647059,0.058823529,0.529411765,0.294117647,0.117647059,0.117647059,1931.674693
89295,AF,17,3,6,89295,21.53,-7.35,1.647058824,0.941176471,1.117647059,0.058823529,0.529411765,0.294117647,0.117647059,0.117647059,1896.344018
89296,AF,15,2,5,89296,21.98,-7.35,1.6,1.066666667,1,0.066666667,0.533333333,0.333333333,0.066666667,0.066666667,1913.792481
89297,AF,16,2,5,89297,22.43,-7.35,1.6875,1.125,1,0.0625,0.5625,0.375,0.0625,0.0625,1937.334591
89298,AF,15,3,6,89298,22.89,-7.35,1.666666667,0.933333333,1.133333333,0.066666667,0.533333333,0.333333333,0.066666667,0.133333333,1966.56078
89299,AF,14,2,5,89299,23.34,-7.35,1.571428571,1,1,0.071428571,0.5,0.357142857,0,0.071428571,1988.287653
89300,AF,14,2,5,89300,23.79,-7.35,1.571428571,1,1,0.071428571,0.5,0.357142857,0,0.071428571,1978.160649
89301,AF,14,2,5,89301,24.25,-7.35,1.571428571,1,1,0.071428571,0.5,0.357142857,0,0.071428571,1865.132063
89302,AF,14,2,5,89302,24.7,-7.35,1.571428571,1,1,0.071428571,0.5,0.357142857,0,0.071428571,1829.933847
89303,AF,14,3,5,89303,25.15,-7.35,1.714285714,1,1.142857143,0.071428571,0.571428571,0.357142857,0.071428571,0.142857143,1747.110744
89304,AF,16,3,6,89304,25.6,-7.35,1.6875,1,1.125,0.0625,0.5625,0.3125,0.0625,0.125,1744.612502
89305,AF,17,3,6,89305,26.06,-7.35,1.647058824,0.941176471,1.117647059,0.058823529,0.529411765,0.294117647,0.058823529,0.117647059,1572.020813
89306,AF,18,3,6,89306,26.51,-7.35,1.722222222,0.888888889,1.222222222,0.055555556,0.5,0.277777778,0.111111111,0.166666667,1535.531631
89307,AF,18,3,7,89307,26.96,-7.35,1.888888889,1,1.222222222,0,0.611111111,0.333333333,0.111111111,0.166666667,1488.104308
89308,AF,17,3,6,89308,27.42,-7.35,1.882352941,1.058823529,1.235294118,0,0.588235294,0.294117647,0.117647059,0.176470588,1579.586127
89309,AF,18,3,7,89309,27.87,-7.35,1.833333333,1,1.222222222,0,0.555555556,0.277777778,0.111111111,0.166666667,1521.85446
89310,AF,19,3,7,89310,28.32,-7.35,1.842105263,0.947368421,1.210526316,0,0.526315789,0.210526316,0.105263158,0.157894737,1502.093767
89311,AF,20,3,7,89311,28.77,-7.35,1.9,1,1.2,0,0.55,0.2,0.15,0.15,1476.009401
89312,AF,21,3,7,89312,29.23,-7.35,1.952380952,1.047619048,1.19047619,0,0.571428571,0.238095238,0.142857143,0.142857143,1496.114205
89313,AF,20,3,6,89313,29.68,-7.35,2,1.1,1.2,0,0.6,0.25,0.15,0.15,1419.324498
89314,AF,21,3,6,89314,30.13,-7.35,2.047619048,1.142857143,1.19047619,0,0.619047619,0.238095238,0.19047619,0.142857143,1363.793768
89315,AF,17,3,6,89315,30.59,-7.35,2.176470588,1.235294118,1.117647059,0.058823529,0.647058824,0.235294118,0.176470588,0.117647059,1320.869183
89316,AF,23,3,7,89316,31.04,-7.35,2.173913043,1.347826087,1.086956522,0.043478261,0.695652174,0.173913043,0.173913043,0.086956522,1404.562029
89317,AF,28,3,9,89317,31.49,-7.35,2.285714286,1.392857143,1.071428571,0.035714286,0.75,0.25,0.178571429,0.142857143,1373.542578
89318,AF,30,4,10,89318,31.94,-7.35,2.333333333,1.366666667,1.133333333,0.033333333,0.766666667,0.266666667,0.2,0.166666667,1374.622188
89319,AF,26,4,9,89319,32.4,-7.35,2.269230769,1.346153846,1.153846154,0.038461538,0.730769231,0.230769231,0.192307692,0.192307692,1390.730598
89320,AF,25,4,8,89320,32.85,-7.35,2.32,1.4,1.16,0.04,0.76,0.24,0.2,0.2,1368.133766
89321,AF,24,4,8,89321,33.3,-7.35,2.291666667,1.375,1.166666667,0.041666667,0.75,0.208333333,0.208333333,0.166666667,1310.804654
89322,AF,24,4,8,89322,33.76,-7.35,2.291666667,1.375,1.166666667,0.041666667,0.75,0.208333333,0.208333333,0.166666667,1210.349609
89323,AF,27,4,8,89323,34.21,-7.35,2.333333333,1.444444444,1.148148148,0.037037037,0.777777778,0.222222222,0.185185185,0.185185185,1082.396386
89324,AF,30,4,8,89324,34.66,-7.35,2.266666667,1.433333333,1.133333333,0.033333333,0.766666667,0.2,0.166666667,0.166666667,996.4907086
89325,AF,30,4,9,89325,35.11,-7.35,2.233333333,1.366666667,1.133333333,0.033333333,0.766666667,0.2,0.166666667,0.166666667,894.1897948
89326,AF,23,3,7,89326,35.57,-7.35,2.086956522,1.260869565,1.086956522,0.043478261,0.695652174,0.217391304,0.130434783,0.130434783,821.6574517
89327,AF,24,3,6,89327,36.02,-7.35,2.041666667,1.208333333,1.083333333,0.083333333,0.666666667,0.208333333,0.125,0.083333333,1092.55569
89328,AF,24,3,6,89328,36.47,-7.35,1.958333333,1.125,1.083333333,0.083333333,0.625,0.208333333,0.125,0.083333333,1498.11004
89329,AF,24,4,6,89329,36.93,-7.35,2.041666667,1.125,1.166666667,0.083333333,0.625,0.166666667,0.208333333,0.125,1567.272044
89330,AF,24,4,7,89330,37.38,-7.35,2.083333333,1.125,1.166666667,0.083333333,0.625,0.166666667,0.25,0.166666667,1644.996159
89331,AF,24,4,7,89331,37.83,-7.35,2,1.125,1.166666667,0.083333333,0.625,0.166666667,0.208333333,0.125,1657.533909
89332,AF,24,4,7,89332,38.29,-7.35,2,1.125,1.166666667,0.083333333,0.625,0.166666667,0.208333333,0.125,1525.775205
89333,AF,20,3,5,89333,38.74,-7.35,1.85,1.05,1.1,0.1,0.55,0.25,0.1,0.1,1517.923287
89334,AF,18,3,5,89334,39.19,-7.35,1.888888889,1.055555556,1.111111111,0.111111111,0.555555556,0.277777778,0.111111111,0.111111111,1611.294124
90072,AF,15,3,5,90072,13.19,-6.9,1.733333333,0.933333333,1.266666667,0,0.533333333,0.266666667,0.133333333,0.2,1258.413832
90073,AF,14,3,5,90073,13.64,-6.9,1.785714286,1,1.285714286,0,0.571428571,0.285714286,0.142857143,0.214285714,1299.551077
90074,AF,14,3,5,90074,14.09,-6.9,1.785714286,1,1.285714286,0,0.571428571,0.285714286,0.142857143,0.214285714,1285.947776
90075,AF,14,3,5,90075,14.54,-6.9,1.785714286,1,1.285714286,0,0.571428571,0.285714286,0.142857143,0.214285714,1406.679364
90076,AF,15,3,5,90076,15,-6.9,1.733333333,0.933333333,1.266666667,0.066666667,0.533333333,0.266666667,0.133333333,0.2,1646.79441
90077,AF,16,3,6,90077,15.45,-6.9,1.6875,0.875,1.25,0.0625,0.5,0.25,0.125,0.1875,1746.27855
90078,AF,16,3,6,90078,15.9,-6.9,1.6875,0.875,1.25,0.0625,0.5,0.25,0.125,0.1875,1807.184727
90079,AF,16,3,6,90079,16.35,-6.9,1.6875,0.875,1.25,0.0625,0.5,0.25,0.125,0.1875,1761.173837
90080,AF,17,3,6,90080,16.81,-6.9,1.647058824,0.823529412,1.235294118,0.058823529,0.470588235,0.294117647,0.117647059,0.176470588,1784.800466
90081,AF,18,2,5,90081,17.26,-6.9,1.5,0.777777778,1.111111111,0.055555556,0.388888889,0.333333333,0.055555556,0.111111111,1852.2491
90082,AF,19,2,5,90082,17.71,-6.9,1.473684211,0.736842105,1.105263158,0.052631579,0.368421053,0.315789474,0.052631579,0.105263158,1955.522993
90083,AF,19,2,5,90083,18.16,-6.9,1.473684211,0.736842105,1.105263158,0.052631579,0.368421053,0.315789474,0.052631579,0.105263158,2000.307664
90084,AF,18,2,5,90084,18.62,-6.9,1.5,0.777777778,1.111111111,0.055555556,0.388888889,0.333333333,0.055555556,0.111111111,2006.923632
90085,AF,18,2,5,90085,19.07,-6.9,1.5,0.777777778,1.111111111,0.055555556,0.388888889,0.333333333,0.055555556,0.111111111,1999.643648
90086,AF,18,2,5,90086,19.52,-6.9,1.611111111,0.888888889,1.111111111,0.055555556,0.444444444,0.333333333,0.111111111,0.111111111,1976.123116
90087,AF,18,2,5,90087,19.97,-6.9,1.611111111,0.888888889,1.111111111,0.055555556,0.444444444,0.333333333,0.111111111,0.111111111,1937.334591
90088,AF,17,2,5,90088,20.43,-6.9,1.529411765,0.941176471,1,0.058823529,0.470588235,0.352941176,0.058823529,0.058823529,1963.812317
90089,AF,17,2,5,90089,20.88,-6.9,1.529411765,0.941176471,1,0.058823529,0.470588235,0.352941176,0.058823529,0.058823529,1940.153286
90090,AF,17,2,5,90090,21.33,-6.9,1.529411765,0.941176471,1,0.058823529,0.470588235,0.352941176,0.058823529,0.058823529,1926.697559
90091,AF,16,2,5,90091,21.78,-6.9,1.5625,1,1,0.0625,0.5,0.375,0.0625,0.0625,1961.746174
90092,AF,17,2,5,90092,22.24,-6.9,1.647058824,1.058823529,1,0.058823529,0.529411765,0.411764706,0.058823529,0.058823529,1973.400085
90093,AF,15,3,5,90093,22.69,-6.9,1.733333333,1.066666667,1.133333333,0.066666667,0.6,0.4,0.066666667,0.133333333,1972.035854
90094,AF,15,3,5,90094,23.14,-6.9,1.733333333,1.066666667,1.133333333,0.066666667,0.6,0.4,0.066666667,0.133333333,1969.301953
90095,AF,14,2,5,90095,23.59,-6.9,1.571428571,1,1,0.071428571,0.5,0.357142857,0,0.071428571,1940.153286
90096,AF,14,2,5,90096,24.05,-6.9,1.571428571,1,1,0.071428571,0.5,0.357142857,0,0.071428571,1829.933847
90097,AF,14,2,5,90097,24.5,-6.9,1.571428571,1,1,0.071428571,0.5,0.357142857,0,0.071428571,1703.956336
90098,AF,14,2,5,90098,24.95,-6.9,1.571428571,1,1,0.071428571,0.5,0.357142857,0,0.071428571,1684.011244
90099,AF,15,3,5,90099,25.4,-6.9,1.733333333,1.066666667,1.133333333,0.066666667,0.6,0.333333333,0.066666667,0.133333333,1637.779228
90100,AF,15,3,5,90100,25.86,-6.9,1.733333333,1.066666667,1.133333333,0.066666667,0.6,0.333333333,0.066666667,0.133333333,1661.094768
90101,AF,16,3,5,90101,26.31,-6.9,1.6875,1,1.125,0.0625,0.5625,0.3125,0.0625,0.125,1512.006916
90102,AF,18,3,6,90102,26.76,-6.9,1.722222222,0.888888889,1.222222222,0.055555556,0.5,0.277777778,0.111111111,0.166666667,1470.941344
90103,AF,16,3,6,90103,27.21,-6.9,1.8125,1,1.25,0,0.5625,0.3125,0.125,0.1875,1503.088046
90104,AF,17,3,6,90104,27.66,-6.9,1.764705882,0.941176471,1.235294118,0,0.529411765,0.294117647,0.117647059,0.176470588,1537.475154
90105,AF,18,3,7,90105,28.12,-6.9,1.722222222,0.888888889,1.222222222,0,0.5,0.277777778,0.111111111,0.166666667,1501.098826
90106,AF,20,3,7,90106,28.57,-6.9,1.85,1,1.2,0,0.55,0.25,0.15,0.15,1473.984197
90107,AF,19,3,7,90107,29.02,-6.9,1.842105263,0.947368421,1.210526316,0,0.526315789,0.210526316,0.157894737,0.157894737,1459.732213
90108,AF,19,3,7,90108,29.47,-6.9,1.842105263,0.947368421,1.210526316,0,0.526315789,0.210526316,0.157894737,0.157894737,1416.172654
90109,AF,16,2,5,90109,29.93,-6.9,2,1.25,1.125,0,0.625,0.25,0.1875,0.0625,1346.318047
90110,AF,17,3,6,90110,30.38,-6.9,2.058823529,1.235294118,1.117647059,0.058823529,0.647058824,0.235294118,0.176470588,0.117647059,1385.378944
90111,AF,24,4,9,90111,30.83,-6.9,2.208333333,1.291666667,1.166666667,0.041666667,0.708333333,0.208333333,0.25,0.166666667,1434.989883
90112,AF,27,4,10,90112,31.28,-6.9,2.259259259,1.296296296,1.148148148,0.037037037,0.740740741,0.259259259,0.222222222,0.185185185,1410.905609
90113,AF,28,4,10,90113,31.74,-6.9,2.285714286,1.321428571,1.142857143,0.035714286,0.75,0.25,0.214285714,0.178571429,1406.679364
90114,AF,27,4,9,90114,32.19,-6.9,2.296296296,1.37037037,1.148148148,0.037037037,0.740740741,0.222222222,0.222222222,0.185185185,1380.009494
90115,AF,26,4,9,90115,32.64,-6.9,2.269230769,1.346153846,1.153846154,0.038461538,0.730769231,0.230769231,0.192307692,0.192307692,1348.512679
90116,AF,26,4,8,90116,33.09,-6.9,2.346153846,1.423076923,1.153846154,0.038461538,0.769230769,0.230769231,0.230769231,0.192307692,1281.389202
90117,AF,24,4,8,90117,33.55,-6.9,2.291666667,1.375,1.166666667,0.041666667,0.75,0.208333333,0.208333333,0.166666667,1173.129692
90118,AF,24,4,8,90118,34,-6.9,2.291666667,1.375,1.166666667,0.041666667,0.75,0.208333333,0.208333333,0.166666667,1072.182973
90119,AF,26,4,8,90119,34.45,-6.9,2.307692308,1.423076923,1.153846154,0.038461538,0.769230769,0.192307692,0.192307692,0.153846154,991.1623149
90120,AF,29,4,8,90120,34.9,-6.9,2.310344828,1.413793103,1.137931034,0.034482759,0.75862069,0.206896552,0.172413793,0.172413793,932.9793134
90121,AF,25,4,7,90121,35.36,-6.9,2.2,1.32,1.16,0.04,0.72,0.16,0.16,0.12,901.169492
90122,AF,22,3,5,90122,35.81,-6.9,2.090909091,1.318181818,1.090909091,0.045454545,0.681818182,0.181818182,0.090909091,0.090909091,868.8701424
90123,AF,23,3,5,90123,36.26,-6.9,2.043478261,1.260869565,1.086956522,0.086956522,0.652173913,0.173913043,0.130434783,0.086956522,1082.396386
90124,AF,23,3,6,90124,36.71,-6.9,1.913043478,1.173913043,1.086956522,0.086956522,0.608695652,0.173913043,0.130434783,0.086956522,1274.5286
90125,AF,21,3,5,90125,37.17,-6.9,1.952380952,1.095238095,1.095238095,0.095238095,0.571428571,0.19047619,0.142857143,0.095238095,1378.933463
90126,AF,21,3,5,90126,37.62,-6.9,1.952380952,1.095238095,1.095238095,0.095238095,0.571428571,0.19047619,0.142857143,0.095238095,1511.01856
90127,AF,21,3,5,90127,38.07,-6.9,1.952380952,1.095238095,1.095238095,0.095238095,0.571428571,0.19047619,0.142857143,0.095238095,1664.646182
90128,AF,20,3,5,90128,38.52,-6.9,1.95,1.05,1.1,0.1,0.55,0.2,0.15,0.1,1448.440912
90129,AF,19,3,5,90129,38.98,-6.9,1.842105263,1,1.105263158,0.105263158,0.526315789,0.263157895,0.105263158,0.105263158,1454.610026
90867,AF,13,3,4,90867,12.56,-6.45,1.846153846,1.076923077,1.307692308,0,0.615384615,0.307692308,0.153846154,0.230769231,1276.818505
90868,AF,12,3,4,90868,13.01,-6.45,1.916666667,1.166666667,1.333333333,0,0.666666667,0.333333333,0.166666667,0.25,1318.637816
90869,AF,14,3,5,90869,13.46,-6.45,1.785714286,1,1.285714286,0,0.571428571,0.285714286,0.142857143,0.214285714,1432.910169
90870,AF,14,3,5,90870,13.91,-6.45,1.785714286,1,1.285714286,0,0.571428571,0.285714286,0.142857143,0.214285714,1478.031917
90871,AF,14,3,5,90871,14.37,-6.45,1.785714286,1,1.285714286,0,0.571428571,0.285714286,0.142857143,0.214285714,1617.733852
90872,AF,15,3,5,90872,14.82,-6.45,1.733333333,0.933333333,1.266666667,0.066666667,0.533333333,0.266666667,0.133333333,0.2,1644.096138
90873,AF,15,3,5,90873,15.27,-6.45,1.733333333,0.933333333,1.266666667,0.066666667,0.533333333,0.266666667,0.133333333,0.2,1681.387182
90874,AF,15,3,5,90874,15.72,-6.45,1.733333333,0.933333333,1.266666667,0.066666667,0.533333333,0.266666667,0.133333333,0.2,1761.996144
90875,AF,15,3,5,90875,16.17,-6.45,1.733333333,0.933333333,1.266666667,0.066666667,0.533333333,0.266666667,0.133333333,0.2,1839.990391
90876,AF,16,3,5,90876,16.63,-6.45,1.6875,0.875,1.25,0.0625,0.5,0.3125,0.125,0.1875,1843.835237
90877,AF,18,2,5,90877,17.08,-6.45,1.5,0.777777778,1.111111111,0.055555556,0.388888889,0.333333333,0.055555556,0.111111111,1929.544468
90878,AF,19,2,5,90878,17.53,-6.45,1.473684211,0.736842105,1.105263158,0.052631579,0.368421053,0.315789474,0.052631579,0.105263158,1972.035854
90879,AF,19,2,5,90879,17.98,-6.45,1.473684211,0.736842105,1.105263158,0.052631579,0.368421053,0.315789474,0.052631579,0.105263158,2013.495815
90880,AF,18,2,5,90880,18.43,-6.45,1.5,0.777777778,1.111111111,0.055555556,0.388888889,0.333333333,0.055555556,0.111111111,2029.092144
90881,AF,18,2,5,90881,18.89,-6.45,1.5,0.777777778,1.111111111,0.055555556,0.388888889,0.333333333,0.055555556,0.111111111,2016.112494
90882,AF,18,2,5,90882,19.34,-6.45,1.5,0.777777778,1.111111111,0.055555556,0.388888889,0.333333333,0.055555556,0.111111111,1969.301953
90883,AF,17,2,5,90883,19.79,-6.45,1.529411765,0.941176471,1,0.058823529,0.470588235,0.352941176,0.058823529,0.058823529,1936.628747
90884,AF,17,2,5,90884,20.24,-6.45,1.529411765,0.941176471,1,0.058823529,0.470588235,0.352941176,0.058823529,0.058823529,1959.675911
90885,AF,16,2,4,90885,20.69,-6.45,1.5625,1,1,0.0625,0.5,0.375,0.0625,0.0625,1913.071
90886,AF,15,2,4,90886,21.15,-6.45,1.6,1.066666667,1,0.066666667,0.533333333,0.4,0.066666667,0.066666667,1934.5084
90887,AF,15,2,4,90887,21.6,-6.45,1.6,1.066666667,1,0.066666667,0.533333333,0.4,0.066666667,0.066666667,1956.216295
90888,AF,14,2,4,90888,22.05,-6.45,1.5,1,1,0.071428571,0.5,0.428571429,0,0.071428571,2016.112494
90889,AF,15,2,4,90889,22.5,-6.45,1.6,1.066666667,1,0.066666667,0.533333333,0.466666667,0,0.066666667,2021.325047
90890,AF,15,2,4,90890,22.95,-6.45,1.6,1.066666667,1,0.066666667,0.533333333,0.466666667,0,0.066666667,1969.986109
90891,AF,14,2,4,90891,23.41,-6.45,1.642857143,1.142857143,1,0.071428571,0.571428571,0.428571429,0,0.071428571,1912.349039
90892,AF,13,2,4,90892,23.86,-6.45,1.615384615,1.076923077,1,0.076923077,0.538461538,0.384615385,0,0.076923077,1839.219889
90893,AF,13,2,4,90893,24.31,-6.45,1.615384615,1.076923077,1,0.076923077,0.538461538,0.384615385,0,0.076923077,1766.91854
90894,AF,14,2,5,90894,24.76,-6.45,1.571428571,1,1,0.071428571,0.5,0.357142857,0,0.071428571,1716.800859
90895,AF,14,2,5,90895,25.21,-6.45,1.571428571,1,1,0.071428571,0.5,0.357142857,0,0.071428571,1629.614224
90896,AF,15,3,5,90896,25.67,-6.45,1.733333333,1.066666667,1.133333333,0.066666667,0.6,0.333333333,0.066666667,0.133333333,1609.448698
90897,AF,15,3,5,90897,26.12,-6.45,1.733333333,1.066666667,1.133333333,0.066666667,0.6,0.333333333,0.066666667,0.133333333,1564.415205
90898,AF,16,3,5,90898,26.57,-6.45,1.6875,1,1.125,0.0625,0.5625,0.3125,0.0625,0.125,1492.114575
90899,AF,14,3,5,90899,27.02,-6.45,1.714285714,1,1.142857143,0,0.571428571,0.357142857,0.071428571,0.142857143,1480.051749
90900,AF,16,3,6,90900,27.47,-6.45,1.75,0.875,1.25,0,0.5,0.3125,0.125,0.1875,1528.708938
90901,AF,17,3,6,90901,27.93,-6.45,1.764705882,0.941176471,1.235294118,0,0.529411765,0.294117647,0.117647059,0.176470588,1523.816134
90902,AF,18,3,7,90902,28.38,-6.45,1.722222222,0.888888889,1.222222222,0,0.5,0.277777778,0.111111111,0.166666667,1549.082248
90903,AF,20,3,7,90903,28.83,-6.45,1.85,1,1.2,0,0.55,0.25,0.15,0.15,1558.684427
90904,AF,19,3,7,90904,29.28,-6.45,1.842105263,0.947368421,1.210526316,0,0.526315789,0.210526316,0.157894737,0.157894737,1587.111361
90905,AF,17,3,6,90905,29.73,-6.45,1.941176471,1.117647059,1.117647059,0.058823529,0.588235294,0.176470588,0.176470588,0.058823529,1425.609381
90906,AF,22,4,9,90906,30.19,-6.45,1.954545455,1.136363636,1.181818182,0.045454545,0.636363636,0.227272727,0.181818182,0.090909091,1486.095177
90907,AF,26,4,10,90907,30.64,-6.45,2.038461538,1.192307692,1.153846154,0.038461538,0.653846154,0.192307692,0.192307692,0.153846154,1535.531631
90908,AF,26,4,9,90908,31.09,-6.45,2.230769231,1.346153846,1.153846154,0.038461538,0.730769231,0.230769231,0.192307692,0.192307692,1557.727076
90909,AF,27,4,9,90909,31.54,-6.45,2.296296296,1.37037037,1.148148148,0.037037037,0.740740741,0.222222222,0.222222222,0.185185185,1478.031917
90910,AF,27,4,9,90910,31.99,-6.45,2.296296296,1.37037037,1.148148148,0.037037037,0.740740741,0.222222222,0.222222222,0.185185185,1421.422242
90911,AF,27,4,9,90911,32.45,-6.45,2.296296296,1.37037037,1.148148148,0.037037037,0.740740741,0.222222222,0.222222222,0.185185185,1371.381208
90912,AF,27,4,9,90912,32.9,-6.45,2.296296296,1.37037037,1.148148148,0.037037037,0.740740741,0.222222222,0.222222222,0.185185185,1300.6798
